-483,520,-972
-478,522,-982
-466,530,-963
-481,515,-1002
-476,510,-997
-478,502,-1010
-486,502,-1007
-468,536,-982
-451,597,-992
-426,677,-987
-361,793,-987
-267,891,-1020
-177,976,-1047
-47,1056,-1042
75,1123,-1047
227,1167,-1042
373,1180,-1007
466,1160,-1007
576,1133,-997
682,1095,-1020
765,1031,-990
907,932,-1002
978,852,-1002
1041,765,-963
1096,660,-946
1138,527,-918
1163,408,-911
1148,272,-898
1141,185,-931
1118,48,-916
1076,-41,-921
1038,-141,-913
996,-195,-896
993,-211,-886
978,-226,-873
1026,-156,-901
1056,-87,-893
1101,5,-916
1126,90,-931
1146,236,-913
1148,332,-931
1136,450,-923
1113,551,-931
1078,660,-926
1033,760,-970
968,827,-970
910,917,-995
825,997,-1015
750,1066,-995
665,1097,-1010
603,1128,-987
503,1148,-1015
403,1151,-1007
295,1151,-1050
192,1141,-1057
122,1136,-1045
45,1105,-1040
-20,1080,-1015
-85,1043,-1027
-117,1017,-1015
-162,986,-1007
-217,958,-1007
-252,898,-1012
-295,852,-1037
-328,808,-1020
-381,772,-1022
-408,711,-975
-423,662,-997
-458,605,-982
-483,527,-987
-506,461,-1007
-503,350,-1012
-508,296,-1005
-513,250,-975
-508,211,-975
-503,161,-951
-503,126,-956
-493,66,-956
-473,20,-948
-461,-61,-977
-421,-115,-970
-378,-192,-953
-336,-213,-923
-305,-282,-926
-260,-316,-901
-222,-371,-903
-155,-408,-913
-92,-461,-906
-57,-478,-921
-30,-488,-921
-30,-497,-901
17,-510,-918
27,-510,-883
70,-522,-878
85,-522,-886
112,-532,-921
115,-530,-908
132,-558,-908
150,-556,-901
177,-548,-881
217,-571,-888
260,-556,-851
310,-568,-881
363,-551,-861
423,-561,-896
481,-561,-896
533,-522,-886
603,-517,-886
667,-481,-858
712,-445,-853
757,-425,-861
815,-371,-886
862,-330,-883
902,-306,-908
955,-267,-908
988,-213,-891
1023,-158,-906
1031,-120,-886
1053,-78,-883
1056,-43,-906
1073,2,-891
1111,53,-921
1128,97,-916
1121,151,-921
1138,197,-896
1148,260,-923
1156,301,-896
1158,371,-896
1136,422,-941
1133,476,-928
1111,532,-972
1093,605,-958
1081,633,-982
1063,670,-953
1048,716,-958
1026,786,-967
1001,811,-958
960,847,-1010
935,881,-1010
900,920,-1015
867,940,-992
830,995,-1017
780,1020,-977
740,1051,-990
742,1072,-1012
735,1046,-1002
725,1056,-1037
775,1036,-1010
832,976,-1002
865,948,-970
905,901,-975
960,855,-972
1006,791,-967
1041,713,-985
1091,648,-982
1111,546,-958
1151,440,-928
1141,337,-938
1136,255,-928
1131,165,-896
1108,85,-903
1073,-17,-893
1061,-82,-911
1033,-138,-903
986,-208,-883
942,-262,-883
910,-303,-881
850,-367,-868
812,-401,-866
757,-422,-873
700,-461,-893
660,-497,-898
618,-497,-886
551,-541,-876
501,-556,-883
438,-563,-863
396,-577,-853
363,-573,-871
333,-585,-883
270,-585,-903
155,-568,-906
47,-551,-891
-55,-495,-913
-157,-420,-906
-215,-386,-906
-282,-316,-913
-353,-231,-916
-398,-156,-923
-423,-102,-970
-448,-51,-961
-491,30,-970
-513,177,-967
-508,355,-956
-483,495,-987
-436,643,-1000
-423,690,-1005
-381,767,-1005
-331,852,-1025
-282,912,-1010
-260,935,-1022
-267,927,-1022
-282,901,-1000
-398,760,-987
-418,731,-972
-411,685,-1017
-421,692,-1017
-398,667,-1012
-416,692,-995
-416,701,-990
-411,718,-977
-413,706,-975
-413,697,-982
-408,690,-1007
-416,690,-1007
-416,675,-1000
-413,690,-1020
-421,677,-1012
-421,697,-985
-413,708,-985
-421,687,-987
-416,695,-1010
-421,680,-1010
-413,697,-1012
-398,695,-990
-421,677,-1005
-426,711,-967
-416,692,-975
-411,687,-992
-408,703,-975
-423,687,-1020
-418,690,-1010
-421,675,-1007
-418,690,-990
-423,687,-995
-401,701,-987
-408,703,-987
-401,713,-997
-406,695,-992
-426,680,-1020
-416,685,-1012
-426,690,-1010
-431,703,-995
-406,703,-975
-408,701,-997
-416,701,-990
-413,695,-1005
